,DT,Lufttemperatur,Vindstyrke,Solskinstid
237,2022-01-09 22:00:00,2.733333333333333,0.4000000000000001,0.0
238,2022-01-09 23:00:00,2.5833333333333335,0.08333333333333333,0.0
239,2022-01-10 00:00:00,2.66,0.3,0.0
240,2022-01-10 01:00:00,2.3333333333333335,0.35000000000000003,0.0
241,2022-01-10 02:00:00,2.3666666666666667,0.2833333333333334,0.0
242,2022-01-10 03:00:00,2.18,1.04,0.0
243,2022-01-10 04:00:00,1.7833333333333332,1.2333333333333334,0.0
244,2022-01-10 05:00:00,1.4166666666666667,0.8666666666666667,0.0
245,2022-01-10 06:00:00,1.6666666666666667,0.35000000000000003,0.0
246,2022-01-10 07:00:00,1.9166666666666667,0.8666666666666667,0.0
247,2022-01-10 08:00:00,2.5500000000000003,0.3,0.0
248,2022-01-10 09:00:00,3.266666666666667,0.25,0.0
249,2022-01-10 10:00:00,4.883333333333334,2.5333333333333337,27.7
250,2022-01-10 11:00:00,5.366666666666667,3.85,60.0
251,2022-01-10 12:00:00,5.633333333333333,4.583333333333333,15.7
252,2022-01-10 13:00:00,5.45,6.5249999999999995,0.0
253,2022-01-10 14:00:00,4.966666666666667,7.016666666666667,0.0
254,2022-01-10 15:00:00,5.05,6.6,0.0
255,2022-01-10 16:00:00,5.7,8.783333333333333,0.0
256,2022-01-10 17:00:00,5.7,8.716666666666667,0.0
257,2022-01-10 18:00:00,5.599999999999999,8.816666666666666,0.0
258,2022-01-10 19:00:00,5.599999999999999,9.116666666666667,0.0
259,2022-01-10 20:00:00,5.616666666666666,9.6,0.0
260,2022-01-10 21:00:00,5.733333333333333,8.866666666666665,0.0
261,2022-01-10 22:00:00,4.766666666666667,9.049999999999999,0.0
262,2022-01-10 23:00:00,5.2,8.883333333333333,0.0
263,2022-01-11 00:00:00,5.416666666666667,8.950000000000001,0.0
264,2022-01-11 01:00:00,5.04,7.94,0.0
265,2022-01-11 02:00:00,5.116666666666667,6.8999999999999995,0.0
266,2022-01-11 03:00:00,4.9799999999999995,6.659999999999999,0.0
267,2022-01-11 04:00:00,4.783333333333333,6.366666666666667,0.0
268,2022-01-11 05:00:00,4.816666666666666,6.25,0.0
269,2022-01-11 06:00:00,4.816666666666667,5.1499999999999995,0.0
270,2022-01-11 07:00:00,4.8500000000000005,3.516666666666667,0.0
271,2022-01-11 08:00:00,4.8,2.35,0.0
272,2022-01-11 09:00:00,4.8,1.6333333333333335,0.0
273,2022-01-11 10:00:00,5.46,2.46,1.0
274,2022-01-11 11:00:00,5.55,1.866666666666667,0.7
275,2022-01-11 12:00:00,5.720000000000001,1.8200000000000003,5.7
276,2022-01-11 13:00:00,6.083333333333333,3.233333333333333,0.0
277,2022-01-11 14:00:00,6.016666666666667,3.4166666666666665,0.0
278,2022-01-11 15:00:00,5.8500000000000005,3.4499999999999997,0.0
279,2022-01-11 16:00:00,5.8500000000000005,4.2,0.0
280,2022-01-11 17:00:00,5.633333333333333,3.8833333333333333,0.0
281,2022-01-11 18:00:00,5.6,4.36,0.0
282,2022-01-11 19:00:00,5.583333333333333,4.816666666666666,0.0
283,2022-01-11 20:00:00,5.616666666666666,4.916666666666667,0.0
284,2022-01-11 21:00:00,5.75,5.475,0.0
286,2022-01-11 23:00:00,6.033333333333334,5.183333333333334,0.0
287,2022-01-12 00:00:00,6.483333333333333,6.683333333333334,0.0
288,2022-01-12 01:00:00,6.6000000000000005,7.05,0.0
289,2022-01-12 02:00:00,6.6499999999999995,5.8,0.0
290,2022-01-12 03:00:00,6.6,5.0,0.0
291,2022-01-12 04:00:00,6.533333333333334,6.216666666666666,0.0
292,2022-01-12 05:00:00,6.516666666666667,5.916666666666667,0.0
293,2022-01-12 06:00:00,6.5,5.583333333333333,0.0
294,2022-01-12 07:00:00,6.720000000000001,4.0,0.0
295,2022-01-12 08:00:00,7.616666666666667,2.6166666666666667,0.0
296,2022-01-12 09:00:00,8.216666666666667,4.7,0.0
297,2022-01-12 10:00:00,8.483333333333333,5.3999999999999995,0.0
298,2022-01-12 11:00:00,8.583333333333334,4.983333333333333,0.0
299,2022-01-12 12:00:00,8.450000000000001,3.75,0.0
300,2022-01-12 13:00:00,8.383333333333335,3.4166666666666665,0.0
301,2022-01-12 14:00:00,8.3,3.4166666666666665,0.0
302,2022-01-12 15:00:00,8.3,4.016666666666667,0.0
303,2022-01-12 16:00:00,8.466666666666667,4.8,0.0
304,2022-01-12 17:00:00,8.333333333333334,2.983333333333333,0.0
305,2022-01-12 18:00:00,8.1,1.55,0.0
306,2022-01-12 19:00:00,7.966666666666666,1.8666666666666665,0.0
307,2022-01-12 20:00:00,7.9,2.3,0.0
308,2022-01-12 21:00:00,7.900000000000001,1.3166666666666667,0.0
309,2022-01-12 22:00:00,7.900000000000001,1.6500000000000001,0.0
310,2022-01-12 23:00:00,7.866666666666667,1.55,0.0
